Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Oceania,Fiji,Suva,Low,195,39.84260034,7,8.94,36082,72.57768171,295,127,1216.5,52.69501917,38.05050539,95.07795371,90,73,84.77299862,89.40691077,29.95662639,15.83876743,0.394731168,15.25153189,72.8,22.46506245,0.5121496,15.33491217,4.606311123,18.0836418,9.372960924,122.8241488,0.054754438,70.85249606,1.31383708,3.580122091,25.28929754,20.36122601,1.724998611,8.168669815,59.30273514,3.798202851,31.69918494,98.6554372,0.898422366,4.892965795,48.59696861,246.2078016,475.2948578,2734
Europe,United Kingdom,England,Very High,191,16.57682903,3.8,5.2,46212,77.56313576,437,35,112,75.88735136,36.04841143,64.60739304,40,79,96.46116712,29.70463194,30.60402116,6.299341922,4.487011661,29.60175472,161.3,37.30422972,0.638460605,7.622094217,1.917931414,2.725363837,81.94342741,18.34719156,0.247402884,108.1244466,1.856329341,9.304059716,29.58621692,80.94120785,0.824367245,9.91733117,20.01386413,3.445191264,16.76688311,62.01569038,0.381500034,8.428553033,55.82016343,13.34822468,346.6718971,36154
Africa,Kenya,Nairobi,Very High,181,41.20289745,4.2,22.8,30893,91.45005089,183,123,573.6,81.07895156,73.51353823,96.45277509,51,62,77.99773115,58.06982621,48.83156686,4.951610851,38.18400937,0.848286897,104.8,21.04196611,0.67287957,34.67939672,9.926598304,18.63141579,90.59489191,478.8899468,0.84017684,51.19372066,0.292540901,6.655617815,23.68304251,89.90057166,-2.465071914,3.462067637,29.78040555,7.496100488,29.14485755,45.92667725,0.027996794,2.827794205,58.59195204,279.7774961,136.4318629,39636
Asia,South Korea,Seoul,High,166,49.97533238,3.4,12.97,59160,98.7857402,350,2,585.3,73.47856548,25.83518809,94.16586501,43,55,57.80221829,61.00609405,59.76942248,18.45651113,-5.131523633,6.925955144,27.2,34.36772302,0.031871998,27.37127305,8.35945315,5.027680228,26.74783196,432.3764161,0.598038801,129.3616342,1.860763643,9.11331195,49.26401559,81.8268802,-0.502923458,0.335203814,2.285928606,0.697141598,60.76767468,66.52103842,0.401534021,7.753415664,4.111487618,81.58584548,-486.6351332,9739
Oceania,Fiji,Suva,High,185,20.32346052,7.1,16.39,9355,57.6095424,371,47,157.8,82.97972492,96.9752988,96.33624468,69,90,142.9529083,38.59378408,40.71623421,7.231302901,-17.58410003,27.85924193,85.1,27.20981496,0.569564889,39.1693451,9.591513891,13.74177592,53.89093189,266.7592438,0.452991415,110.8358811,1.109715906,4.532225456,34.48559404,80.29775999,0.351471055,8.806754063,43.81566096,8.17715399,25.53269812,10.53971357,0.154552719,5.777011213,47.2856545,100.8991778,-261.7410286,20074
Asia,South Korea,Busan,Medium,174,8.234423208,5.9,16.69,69708,57.61966363,135,110,916.9,72.35988756,78.81987071,90.24707895,72,64,113.6242379,28.30406649,22.84727052,2.403027215,-1.733301308,13.80872762,104.9,33.05554608,0.442725018,1.290831072,4.964658316,2.760040939,59.97356766,69.70172581,0.413289578,60.36801974,0.132935611,1.43725547,51.93374427,22.69540823,2.376015053,6.113539396,76.55568318,6.081597754,91.98889975,56.24451365,0.898308082,7.18220475,95.50056767,284.1237235,-232.7416684,44421
Antarctica,Antarctica,Antarctica,Low,184,35.32339262,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,20.28588976,0.320140717,6.917675488,9.77299316,15.33243288,84.61758173,190.303173,0.775548071,173.0839107,1.806727853,7.655467903,35.99836452,18.11264414,-2.066827742,8.199243031,49.34063139,6.487475865,94.82469998,81.0924774,0.891611956,6.85817919,54.52804155,137.777949,91.67390204,33014
Asia,Indonesia,Bali,High,182,35.77855885,5.6,10.05,57672,70.14953266,206,113,535.3,59.45641796,63.0938234,45.63618637,73,83,60.64258972,65.43897273,49.28845028,13.00618957,6.282437872,24.57881996,36.8,18.43401321,0.131300594,11.0465192,0.212234477,16.23037742,28.77543482,491.2648588,0.957780068,142.3015977,0.782851213,2.409393388,40.89648878,34.6627048,1.287958794,6.639938416,29.91760811,4.297107662,10.73169532,89.19573251,0.433104883,5.062277262,80.49280721,213.8286464,491.4456389,49569
South America,Colombia,Bogotá,High,173,39.65159037,4.8,9.28,39589,89.03410456,378,111,1308.2,77.01513385,95.03720902,86.81573507,52,40,29.09233314,88.423575,48.86207407,2.368402021,5.532892375,5.862247107,0.8,23.085976,0.464702078,3.182269152,9.603696852,0.106415803,96.62935513,124.0073841,0.862808116,70.98795766,1.307880702,2.580058414,48.56942973,37.66232238,-1.025339548,3.18245633,47.25096036,1.135897171,23.07868518,13.40466567,0.047912125,0.572334605,64.70229836,93.13736598,-45.60480082,48904
South America,Chile,Valparaíso,Low,53,20.61840907,4.6,10.87,76708,94.60208182,163,17,774.1,55.10542029,85.19119945,99.28323231,39,47,111.2948891,39.08149161,49.53305153,13.9889071,20.55981893,27.86748974,16.6,38.48433245,0.35001424,23.55267503,5.896314496,0.065671454,47.86499506,206.4724398,0.987849542,100.5761322,1.496309746,5.529866747,30.9043157,74.30949264,1.192948813,9.771294005,43.95992831,0.058905208,43.17094858,71.00891398,0.236961825,8.513900272,12.90185268,296.043114,339.6155521,47090
Asia,Indonesia,Jakarta,Very High,188,45.65153494,4.1,14.41,45582,63.95688243,281,70,713.7,70.6465787,70.63226274,42.32663326,73,90,110.1312338,31.65382198,11.85763978,6.859496291,19.25874603,20.34699412,58.4,47.29839472,0.38273567,17.20052865,2.168854687,7.952499936,96.17706776,276.267945,0.475896942,104.7679609,1.082777804,7.825546003,36.50499029,50.96931009,-1.691738038,9.315498357,93.20372151,4.700247697,70.7902331,93.92771446,0.262289208,8.456384334,28.82782697,256.5997542,-261.884022,1985
Oceania,Fiji,Suva,High,55,45.68100839,7.5,6.93,78385,67.33293718,336,62,497,69.12483627,22.16728597,91.95786282,78,87,13.98975673,79.13052417,43.81449941,5.696666651,-14.82712938,25.2248792,151.9,36.88908132,0.087706543,9.523796065,8.344184939,12.15195764,15.41546315,100.4331217,0.711410853,176.2662131,1.932052478,3.244603531,32.80301051,8.474834183,-1.708600621,8.786653248,12.83757887,4.547107505,18.72212736,33.42738968,0.630159913,2.240033773,57.79464834,61.66515406,-182.0266925,37115
Oceania,Fiji,Suva,High,140,27.99458001,4.5,3.04,58493,75.7364583,327,15,1364.4,83.26827027,47.56394313,41.0747587,45,74,143.802317,55.48488568,16.00964549,2.706154918,26.66724834,29.84549918,96.6,35.60527541,0.116594745,47.52772444,5.884492801,14.43418067,3.808842431,448.8853703,0.835542164,181.5563006,0.324524258,5.997069758,55.16132652,91.18889149,1.561896999,5.223172827,30.87254556,3.418238723,21.5297717,16.15696566,0.439634891,3.153287593,9.862594484,34.36477263,-112.3220675,19552
North America,United States,California,Medium,99,26.96350335,7.8,11.08,64423,67.95815766,104,63,1271.6,79.48216297,63.80633384,48.67747979,85,57,33.8242974,51.2243083,57.66491627,13.8173571,17.18837214,11.13208487,41.3,26.99113219,0.215126465,0.602891344,2.24237675,9.306335378,38.04787044,272.2742417,0.823730049,167.0119971,0.829230659,2.194577187,40.31816135,13.68813029,-0.357988207,7.83426171,86.77630372,4.534621353,11.86962165,91.17535587,0.991115711,2.000015487,22.30033202,285.7896704,45.73153351,9785
South America,Argentina,Mendoza,Low,182,10.60536895,3.3,22.44,18532,73.15313594,340,148,1277.4,56.05993249,52.76900474,71.81616709,78,53,11.12962614,72.78634625,29.37357979,18.22803847,30.39380938,16.9674334,161.7,48.77860468,0.568650752,37.8725033,0.344491675,14.02711162,91.82267601,269.5300956,0.95431287,171.4869568,1.621547389,6.113012051,58.63279027,73.99912077,0.749054548,5.860083663,75.57150327,5.371533689,78.9667799,48.4653964,0.98566633,0.221427479,14.19662745,21.88943544,-324.7357611,37288
Europe,Spain,Catalonia,Low,102,24.82471453,7.7,14.29,51622,90.04859424,214,95,366.8,68.78739518,89.00662427,55.05340486,79,89,75.02498172,40.59394784,33.59988583,10.82761005,13.98519644,2.414869504,34.2,44.04374301,0.769887675,11.49348769,6.726945021,9.939909491,34.44812381,134.3348486,0.124342592,77.17521917,0.525004128,0.573272371,45.53664683,92.53636576,-1.090548176,6.498858737,58.67139721,9.067919358,22.56224458,36.17838349,0.921584923,9.89959063,59.02660229,238.0536237,-216.0688163,10939
South America,Brazil,Rio de Janeiro,High,101,27.47608025,3.8,13.6,54215,81.96501289,234,52,315.8,51.96230094,55.66696854,61.45487123,56,84,82.60890781,78.38608569,10.74327206,1.59761077,-19.29883636,7.651444545,14.8,20.74430063,0.719080953,37.98530785,4.045803053,6.849758128,63.04055595,389.3855193,0.789257501,144.7721832,0.130897116,2.019359322,40.09874416,93.01713699,2.449107149,4.801842658,4.722131038,7.069669304,84.71205225,55.38430845,0.161854178,5.736406237,38.7439453,212.8218119,23.17043277,18639
South America,Brazil,Rio de Janeiro,Low,70,13.17960872,3.8,23.55,79053,59.43463934,437,90,321.8,51.5509082,55.8972189,44.84483269,45,60,89.21071201,50.34336447,29.56796158,4.416004587,14.01194892,6.90103089,21.5,37.18365434,0.307210286,44.88119092,2.505044505,14.45803627,92.65499974,251.1688702,0.211755118,116.7195355,1.269042658,6.994821986,33.92432034,75.10647753,1.721662851,3.15402955,92.32848794,6.612618184,48.16360061,34.39649012,0.216209885,0.257295152,26.93773473,99.90636304,380.2756355,20406
Oceania,New Zealand,Wellington,Very High,91,33.5838963,3.4,5.52,14530,92.64070377,220,8,919,70.28717706,90.05530182,74.10755021,31,58,52.65612539,69.24855526,7.435385824,3.527456414,-4.075111789,26.24150499,134.5,46.53454172,0.48663155,48.09405338,1.71687505,11.02895981,60.83494118,190.3402291,0.728252404,82.30246359,0.672809863,5.138987025,49.70541653,32.81897481,0.624426011,1.79249442,86.77572818,0.827888669,91.75454743,63.68113313,0.458662904,9.544346773,72.08119501,143.2082328,-215.1784579,34722
Europe,France,Île-de-France,High,100,23.60436662,5.4,11.1,55076,71.31472681,445,57,501,68.5500975,43.55982656,92.14980349,86,82,17.14441924,83.69014078,14.64697841,9.835066288,4.464236632,0.141968598,105.4,35.13868327,0.157106684,5.33979621,4.721100556,17.8822072,80.39544138,366.9327527,0.442617605,183.6976385,1.204071858,7.624268853,50.71023095,98.6368081,1.101252246,4.761388915,42.48295094,3.017611401,3.810599704,62.26879913,0.765922461,0.625369423,28.43357054,14.95344628,276.2010699,17156
Oceania,New Zealand,Wellington,High,85,26.47519071,3.4,20.2,15320,52.7980556,204,70,405.3,66.74935459,96.6638809,67.82545567,88,62,125.2440632,33.00038519,24.54562038,16.78959854,33.46577337,18.52552114,193.4,42.68745532,0.521506448,42.90179329,0.593191318,16.07430989,83.03579432,293.3257927,0.389454669,64.65655104,1.80774275,7.288916506,26.95400845,28.85616559,-0.428895695,1.970718449,73.5539111,3.697090706,16.71185968,62.57638709,0.536483822,9.615332542,96.21338722,262.9462296,251.7305943,40143
Antarctica,Antarctica,Antarctica,High,54,38.55370598,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,45.81186729,0.221716305,30.24185636,0.277793251,17.92758019,57.54017455,370.0639901,0.235764541,164.2707418,0.624979731,6.869463593,39.16637327,90.93067569,-1.927763827,9.771847497,80.4330582,9.773449444,18.48937617,99.47530216,0.231416708,8.267443813,93.09283265,30.27795816,23.33719839,44548
Asia,China,Shanghai,High,101,46.84738859,3.5,16.7,27241,82.61895099,68,131,509.1,78.14902537,83.85850938,88.81404678,78,64,72.04893311,62.78052679,12.66392318,0.845662015,28.76623583,17.95497813,46.8,25.33481481,0.510839554,20.44441722,5.542731523,9.802944439,55.26744319,275.8063796,0.570185718,191.1485786,1.252806272,0.285321387,45.96210045,61.71859823,-1.24030385,9.967081206,48.12390469,8.173590445,16.00209223,84.21067366,0.884878197,2.542094963,16.12972225,23.83093323,-144.8125743,22255
Europe,United Kingdom,England,Medium,158,43.37626097,3,10.19,61117,60.92477962,27,56,1301.3,50.33750097,26.39944755,49.51562702,48,49,109.0777259,82.62192412,42.61018437,16.13054029,12.66031393,2.629482915,8.3,21.95853539,0.959881289,37.49742795,9.236365253,0.034263115,93.55445875,216.4785543,0.826986932,158.4024321,0.231848768,6.858613823,20.74417673,7.43111952,-2.47543659,3.428459658,7.388495352,3.82835822,18.51205425,63.37064834,0.522459612,5.453262852,66.98499452,228.395797,18.43472404,29283
South America,Argentina,Mendoza,High,55,8.123895956,3.5,13.67,50522,64.62045655,161,16,431.1,70.28983843,74.76932856,82.51478737,55,64,60.990784,87.78746757,44.1089508,6.381430267,12.5916991,19.93542348,102.3,44.02594057,0.067373266,49.16897584,1.511295597,9.853343785,78.57596495,482.0670936,0.929889975,162.8547138,1.237943224,1.883305764,25.00929768,41.35993677,0.01815028,8.311009534,34.4462009,7.813486033,1.208396539,27.67277728,0.982061251,6.34349058,60.39517505,104.5077457,26.34036549,6208
Europe,Spain,Andalusia,Low,183,20.65490699,5.9,21.42,27345,84.35360814,17,104,910.8,80.74244824,32.13461058,98.84056668,61,63,70.66641578,23.85809531,49.31335646,16.98669575,3.683759337,23.49481381,37.3,48.92263088,0.8584329,21.43194837,1.200281332,3.353281597,67.85959706,34.97556482,0.142371281,188.9294631,0.704022912,6.320145087,36.32807792,96.58478975,-0.383592485,7.676610739,97.47417318,3.75057032,66.78595633,70.18610002,0.51779604,3.021746827,78.5853735,121.3090021,101.6020753,23723
South America,Chile,Valparaíso,Very High,66,43.79171581,5.9,8.2,48453,52.39693153,336,92,828.3,53.74045015,81.72090128,44.13682248,79,62,97.29265773,59.12217182,23.76193707,4.076661678,8.209354475,18.28275384,163.9,39.32971365,0.65321685,43.08826108,8.792802321,17.06333259,25.20957649,355.8185136,0.922080908,163.9510889,1.458707947,2.770106348,31.69849051,53.83406811,-1.259067174,0.873996396,13.92115724,5.229913113,47.74371487,97.55682868,0.75183943,4.110530573,1.042164779,190.9528083,-115.836065,25055
Asia,Japan,Tokyo,Very High,128,8.486697216,7.1,0.12,30251,58.97939889,429,79,388.9,83.95286957,62.78671532,83.27525488,81,73,79.70802463,53.62425043,39.61949958,3.457383291,35.26759632,22.1968964,61,36.60019397,0.03907356,23.41542518,6.995849205,12.3136544,50.85040144,20.53075006,0.059620412,104.4663333,1.473312978,6.665741417,32.07696449,86.64967063,-2.007429856,5.045579799,5.689166167,0.676081466,30.68736288,62.15552838,0.683458692,8.830151154,13.34605505,200.0054348,367.3239928,46959
North America,Mexico,Mexico City,Medium,59,40.20216323,5,7.59,52144,63.59140894,127,25,1099.2,66.2319277,53.70783178,73.14938457,62,47,30.63524451,94.78945311,13.15818818,11.24012476,-0.207895471,21.17164312,191.1,39.97693156,0.594644115,2.7465001,4.098280709,5.475933516,82.48442455,79.53464271,0.004663081,157.8907188,1.987814007,7.278441468,49.10271558,35.02880609,0.80636477,7.380648014,49.89895427,8.341635725,32.56090673,82.56125777,0.051078643,5.799187472,30.41585671,165.0479008,155.8364203,19541
North America,Canada,Quebec,Very High,156,39.45925219,5.2,22.25,23802,80.73697557,405,121,1153.8,50.29226969,25.52825811,57.835591,83,41,111.4195406,29.25495417,27.47239814,1.711001827,2.452896793,14.43870841,115.3,31.13101343,0.208261397,11.19590969,4.978169791,4.628758741,85.05447562,227.4269107,0.159514411,117.7632036,1.704384663,8.590375566,33.60378453,6.468774204,-0.377971983,3.65228086,54.21462279,4.461203122,44.0258487,14.87622427,0.705589581,7.911166692,73.89773157,80.77199127,415.4511054,4710
South America,Colombia,Bogotá,High,190,20.35968899,6,9.05,52587,75.86245763,495,11,452.8,80.40807804,27.52278411,43.62436592,65,52,116.7926008,40.50764879,9.593904433,16.21527284,-1.455187825,21.32048748,116,18.7422836,0.996830088,49.38008936,8.538188362,14.43360029,86.34854875,262.2595177,0.195225109,135.7326831,1.115827165,9.33042962,41.10783726,52.90533937,-2.415803532,2.578044354,77.74411275,0.901962904,37.64560791,29.28946805,0.091407162,4.772881015,37.30139635,242.3910532,461.8740993,45355
Oceania,Australia,Victoria,Low,159,40.08748952,5.9,20.31,53312,99.82020164,472,61,29.5,61.25384076,22.8052298,89.90234614,42,76,93.07534883,20.86636555,38.63498152,11.98781735,14.15932827,26.09575299,175.6,47.67592089,0.898491652,0.621743928,3.590347909,0.996105879,32.01278939,67.27938959,0.54010829,183.6169875,1.246535486,6.057703732,45.18317054,5.726762976,-0.979287297,5.732964566,69.50095129,3.063389192,92.14929155,84.85204189,0.666508954,4.114065511,49.55491582,289.0556781,117.967765,23255
Oceania,Australia,Victoria,Very High,69,13.36919649,4.2,10.66,18876,77.55367884,459,126,323.6,84.12776428,46.64980202,98.79959525,87,85,96.24906182,20.44611233,54.75030539,19.44349676,12.67973511,0.14590718,105.1,26.58251579,0.269048087,31.38706176,7.392034352,2.333161933,63.34486337,196.0956929,0.71324969,177.1973258,1.332317286,1.015615227,58.47762599,54.563745,-0.735234043,1.928933797,12.76411527,7.466983551,25.33193345,59.18549724,0.832296273,1.327178508,61.07732144,24.12832869,-404.8684291,22285
Africa,South Africa,Western Cape,Low,121,32.86968474,5.1,10.76,21143,77.30523776,370,7,905.2,72.94007726,79.64868091,53.22615918,87,76,114.8406845,78.14846084,17.0859969,7.346679812,12.29751074,20.64359668,28.1,25.76138864,0.379517622,30.30020544,6.248244338,9.546792879,86.09845591,150.5885692,0.256430944,197.1594855,0.219651252,1.337241016,42.54905756,83.93914382,1.235449976,4.37359261,73.80788755,4.212722474,66.05625567,49.97579119,0.857495576,5.79452245,84.58911761,297.6971853,434.7495915,16619
Antarctica,Antarctica,Antarctica,Medium,126,26.18281084,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,16.26852542,0.694475907,15.78165437,7.250900256,17.90369463,86.94368687,444.8138314,0.088858426,79.09295888,1.001339069,7.30916497,57.54319471,93.43277809,1.677827243,0.289409605,99.09757167,4.183967976,10.68040558,20.33246767,0.860888884,9.777768322,52.48921172,175.5608175,162.8747093,6240
South America,Chile,Santiago,Medium,189,47.09326099,6.8,6.47,58393,80.34257327,376,66,316.5,80.75853535,48.22113578,76.34950766,87,52,26.82006099,35.19726009,46.53303481,9.618876899,37.54337226,16.72792529,139.7,21.4651642,0.381489485,3.871697709,6.618097221,4.88542648,45.11403271,483.4109783,0.830106719,84.5369881,1.991103798,4.497543043,23.76043246,78.43997644,1.356822952,3.436255889,41.47556487,2.142653616,8.184784661,26.04492187,0.347066804,4.761169668,55.58847845,169.889965,280.7386748,49669
North America,United States,New York,Medium,95,5.056479023,6.8,6.75,41245,94.25541675,298,15,305,77.31412256,61.36959881,96.78272786,77,43,49.20882623,98.27325721,27.12670069,9.549922903,-18.46618859,3.425447838,13,39.21524425,0.768245358,20.65731381,4.230601155,0.31814476,51.67796543,361.1001238,0.793122513,99.35743993,1.09644136,6.508606498,36.87869158,0.513031169,-1.365256454,3.724182718,23.49556813,4.51760294,21.05770111,75.57499573,0.787369024,4.835445084,77.03297345,288.6793939,-346.1207826,38812
Oceania,New Zealand,Auckland,Low,80,13.7988699,7.2,4.46,27177,54.96670039,75,57,710.5,73.30960739,23.31628044,92.37163098,73,53,75.05703606,60.13918919,40.85231641,15.63842719,9.421795036,12.54268733,37,17.41878964,0.005365074,44.81469108,8.27033037,19.00193262,38.00634007,130.3986378,0.563056555,177.9626899,0.925858068,0.162401166,46.9989431,56.59643383,0.357328699,4.737132667,33.43316656,6.736844237,42.1602403,85.93747014,0.46689172,0.674934441,71.3476546,226.7595922,160.378506,39013
South America,Argentina,Mendoza,Very High,151,5.216326542,5.9,23.93,40720,86.61394927,500,29,790.5,75.13173102,77.65222458,78.43668429,81,47,41.77433564,96.91081431,11.56435712,9.993629561,35.9353354,19.06953107,49.8,15.68455095,0.791537645,16.00341873,9.391404808,17.41786097,6.279492416,133.1578933,0.952287903,91.97244266,0.42470916,4.912576078,38.88907916,75.99415309,0.882298274,6.33890507,82.19162831,9.180417147,95.53077898,14.13714685,0.795622808,8.115398,23.24980365,26.32683811,-90.55073899,44269
